development,tds_#,building_#,stairhall#,borough,house_#,street,address,city,state,zip_code,bin,block,lot,borough/block/lot_#,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude,longitude,geometry
SOTOMAYOR HOUSES,67,13,13,BRONX,1040,ROSEDALE AVENUE,1040 ROSEDALE AVENUE,BRONX,NY,"10,472",2092795,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826099,-73.867379,POINT (-73.867379 40.826099)
SOTOMAYOR HOUSES,67,14,14,BRONX,1755,BRUCKNER BOULEVARD,1755 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092796,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826058,-73.866928,POINT (-73.866928 40.826058)
SOTOMAYOR HOUSES,67,15,15,BRONX,1750,WATSON AVENUE,1750 WATSON AVENUE,BRONX,NY,"10,472",2092798,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826826,-73.867118,POINT (-73.867118 40.826826)
SOTOMAYOR HOUSES,67,16,16,BRONX,1760,WATSON AVENUE,1760 WATSON AVENUE,BRONX,NY,"10,472",2092799,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827306,-73.866977,POINT (-73.866977 40.827306)
SOTOMAYOR HOUSES,67,17,17,BRONX,1780,WATSON AVENUE,1780 WATSON AVENUE,BRONX,NY,"10,472",2092802,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827221,-73.86605,POINT (-73.86605 40.827221)
SOTOMAYOR HOUSES,67,18,18,BRONX,1085,BEACH AVENUE,1085 BEACH AVENUE,BRONX,NY,"10,472",2092801,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82713,-73.865689,POINT (-73.865689 40.82713)
SOTOMAYOR HOUSES,67,19,19,BRONX,1781,BRUCKNER BOULEVARD,1781 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092803,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826268,-73.865977,POINT (-73.865977 40.826268)
SOTOMAYOR HOUSES,67,20,20,BRONX,1775,BRUCKNER BOULEVARD,1775 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092804,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.825801,-73.866137,POINT (-73.866137 40.825801)
SOTOMAYOR HOUSES,67,21,21,BRONX,1791,BRUCKNER BOULEVARD,1791 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092805,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826049,-73.865435,POINT (-73.865435 40.826049)
SOTOMAYOR HOUSES,67,22,22,BRONX,1805,BRUCKNER BOULEVARD,1805 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092806,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826034,-73.864585,POINT (-73.864585 40.826034)
SOTOMAYOR HOUSES,67,23,23,BRONX,1060,BEACH AVENUE,1060 BEACH AVENUE,BRONX,NY,"10,472",2092807,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827045,-73.864819,POINT (-73.864819 40.827045)
SOTOMAYOR HOUSES,67,24,24,BRONX,1810,WATSON AVENUE,1810 WATSON AVENUE,BRONX,NY,"10,472",2102921,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827575,-73.864686,POINT (-73.864686 40.827575)
SOTOMAYOR HOUSES,67,25,25,BRONX,1824,WATSON AVENUE,1824 WATSON AVENUE,BRONX,NY,"10,472",2092809,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82739,-73.864148,POINT (-73.864148 40.82739)
SOTOMAYOR HOUSES,67,26,26,BRONX,1836,WATSON AVENUE,1836 WATSON AVENUE,BRONX,NY,"10,472",2092810,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826939,-73.863715,POINT (-73.863715 40.826939)
SOTOMAYOR HOUSES,67,27,27,BRONX,1815,BRUCKNER BOULEVARD,1815 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092808,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826458,-73.864353,POINT (-73.864353 40.826458)
SOTOMAYOR HOUSES,67,28,28,BRONX,1825,BRUCKNER BOULEVARD,1825 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092811,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826235,-73.863851,POINT (-73.863851 40.826235)
SOUNDVIEW,71,1,1,BRONX,639,ROSEDALE AVENUE,639 ROSEDALE AVENUE,BRONX,NY,"10,473",2092651,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818067,-73.866535,POINT (-73.866535 40.818067)
SOUNDVIEW,71,1,2,BRONX,661,ROSEDALE AVENUE,661 ROSEDALE AVENUE,BRONX,NY,"10,473",2092651,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818307,-73.866547,POINT (-73.866547 40.818307)
SOUNDVIEW,71,2,3,BRONX,1704,SEWARD AVENUE,1704 SEWARD AVENUE,BRONX,NY,"10,473",2092649,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817981,-73.867335,POINT (-73.867335 40.817981)
SOUNDVIEW,71,2,4,BRONX,1710,SEWARD AVENUE,1710 SEWARD AVENUE,BRONX,NY,"10,473",2092649,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818212,-73.867359,POINT (-73.867359 40.818212)
SOUNDVIEW,71,3,5,BRONX,1682,SEWARD AVENUE,1682 SEWARD AVENUE,BRONX,NY,"10,473",2092647,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817798,-73.868658,POINT (-73.868658 40.817798)
SOUNDVIEW,71,3,6,BRONX,1686,SEWARD AVENUE,1686 SEWARD AVENUE,BRONX,NY,"10,473",2092647,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.81802,-73.868664,POINT (-73.868664 40.81802)
SOUNDVIEW,71,4,7,BRONX,1670,SEWARD AVENUE,1670 SEWARD AVENUE,BRONX,NY,"10,473",2092638,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817711,-73.869462,POINT (-73.869462 40.817711)
SOUNDVIEW,71,4,8,BRONX,1676,SEWARD AVENUE,1676 SEWARD AVENUE,BRONX,NY,"10,473",2092638,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817932,-73.869474,POINT (-73.869474 40.817932)
SOUNDVIEW,71,5,9,BRONX,1665,RANDALL AVENUE,1665 RANDALL AVENUE,BRONX,NY,"10,473",2092652,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.816829,-73.869249,POINT (-73.869249 40.816829)
SOUNDVIEW,71,5,10,BRONX,1669,RANDALL AVENUE,1669 RANDALL AVENUE,BRONX,NY,"10,473",2092652,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.81705,-73.869272,POINT (-73.869272 40.81705)
SOUNDVIEW,71,6,11,BRONX,1685,RANDALL AVENUE,1685 RANDALL AVENUE,BRONX,NY,"10,473",2092654,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.816952,-73.868469,POINT (-73.868469 40.816952)
SOUNDVIEW,71,6,12,BRONX,1689,RANDALL AVENUE,1689 RANDALL AVENUE,BRONX,NY,"10,473",2092654,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817164,-73.868493,POINT (-73.868493 40.817164)
SOUNDVIEW,71,7,13,BRONX,1711,RANDALL AVENUE,1711 RANDALL AVENUE,BRONX,NY,"10,473",2092656,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817105,-73.867154,POINT (-73.867154 40.817105)
SOUNDVIEW,71,7,14,BRONX,1715,RANDALL AVENUE,1715 RANDALL AVENUE,BRONX,NY,"10,473",2092656,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817372,-73.867177,POINT (-73.867177 40.817372)
SOUNDVIEW,71,8,15,BRONX,1725,RANDALL AVENUE,1725 RANDALL AVENUE,BRONX,NY,"10,473",2092659,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817222,-73.866361,POINT (-73.866361 40.817222)
SOUNDVIEW,71,8,16,BRONX,615,ROSEDALE AVENUE,615 ROSEDALE AVENUE,BRONX,NY,"10,473",2092659,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817462,-73.866385,POINT (-73.866385 40.817462)
SOUNDVIEW,71,9,17,BRONX,541,ROSEDALE AVENUE,541 ROSEDALE AVENUE,BRONX,NY,"10,473",2092610,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815958,-73.866056,POINT (-73.866056 40.815958)
SOUNDVIEW,71,9,18,BRONX,551,ROSEDALE AVENUE,551 ROSEDALE AVENUE,BRONX,NY,"10,473",2092610,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.816179,-73.866074,POINT (-73.866074 40.816179)
SOUNDVIEW,71,10,19,BRONX,1704,RANDALL AVENUE,1704 RANDALL AVENUE,BRONX,NY,"10,473",2092608,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815836,-73.866859,POINT (-73.866859 40.815836)
SOUNDVIEW,71,10,20,BRONX,1710,RANDALL AVENUE,1710 RANDALL AVENUE,BRONX,NY,"10,473",2092608,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.816089,-73.866877,POINT (-73.866877 40.816089)
SOUNDVIEW,71,11,21,BRONX,1680,RANDALL AVENUE,1680 RANDALL AVENUE,BRONX,NY,"10,473",2092604,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.816155,-73.867715,POINT (-73.867715 40.816155)
SOUNDVIEW,71,11,22,BRONX,1686,RANDALL AVENUE,1686 RANDALL AVENUE,BRONX,NY,"10,473",2092604,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815903,-73.868203,POINT (-73.868203 40.815903)
SOUNDVIEW,71,12,23,BRONX,1711,LACOMBE AVENUE,1711 LACOMBE AVENUE,BRONX,NY,"10,473",2092605,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.814916,-73.866632,POINT (-73.866632 40.814916)
SOUNDVIEW,71,12,24,BRONX,1715,LACOMBE AVENUE,1715 LACOMBE AVENUE,BRONX,NY,"10,473",2092605,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815147,-73.866656,POINT (-73.866656 40.815147)
SOUNDVIEW,71,13,25,BRONX,515,ROSEDALE AVENUE,515 ROSEDALE AVENUE,BRONX,NY,"10,473",2092611,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815019,-73.865831,POINT (-73.865831 40.815019)
SOUNDVIEW,71,13,26,BRONX,525,ROSEDALE AVENUE,525 ROSEDALE AVENUE,BRONX,NY,"10,473",2092611,3515,1,2035150001,"2,001",BX0902,Soundview-Clason Point,9,18,85,29,14,,40.815269,-73.865867,POINT (-73.865867 40.815269)
SOUTH BEACH,35,1,1,STATEN ISLAND,160,LAMPORT BOULEVARD,160 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5116731,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.594628,-74.077801,POINT (-74.077801 40.594628)
SOUTH BEACH,35,1,2,STATEN ISLAND,150,LAMPORT BOULEVARD,150 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5116731,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.594799,-74.077723,POINT (-74.077723 40.594799)
SOUTH BEACH,35,2,3,STATEN ISLAND,130,LAMPORT BOULEVARD,130 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5109511,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.59532,-74.078036,POINT (-74.078036 40.59532)
SOUTH BEACH,35,2,4,STATEN ISLAND,122,LAMPORT BOULEVARD,122 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5109511,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.595394,-74.078328,POINT (-74.078328 40.595394)
SOUTH BEACH,35,3,5,STATEN ISLAND,108,LAMPORT BOULEVARD,108 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5109510,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.595755,-74.078579,POINT (-74.078579 40.595755)
SOUTH BEACH,35,3,6,STATEN ISLAND,100,LAMPORT BOULEVARD,100 LAMPORT BOULEVARD,STATEN ISLAND,NY,"10,305",5109510,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.596049,-74.078453,POINT (-74.078453 40.596049)
SOUTH BEACH,35,4,7,STATEN ISLAND,100,KRAMER STREET,100 KRAMER STREET,STATEN ISLAND,NY,"10,305",5109508,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.596599,-74.078897,POINT (-74.078897 40.596599)
SOUTH BEACH,35,4,8,STATEN ISLAND,106,KRAMER STREET,106 KRAMER STREET,STATEN ISLAND,NY,"10,305",5109508,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.596309,-74.079033,POINT (-74.079033 40.596309)
SOUTH BEACH,35,5,9,STATEN ISLAND,126,KRAMER STREET,126 KRAMER STREET,STATEN ISLAND,NY,"10,305",5109509,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.596103,-74.079579,POINT (-74.079579 40.596103)
SOUTH BEACH,35,5,10,STATEN ISLAND,132,KRAMER STREET,132 KRAMER STREET,STATEN ISLAND,NY,"10,305",5109509,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.596207,-74.079949,POINT (-74.079949 40.596207)
SOUTH BEACH,35,6,11,STATEN ISLAND,121,NORWAY AVENUE,121 NORWAY AVENUE,STATEN ISLAND,NY,"10,305",5109513,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.595604,-74.079679,POINT (-74.079679 40.595604)
SOUTH BEACH,35,6,12,STATEN ISLAND,129,NORWAY AVENUE,129 NORWAY AVENUE,STATEN ISLAND,NY,"10,305",5109513,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.5955,-74.079313,POINT (-74.079313 40.5955)
SOUTH BEACH,35,7,13,STATEN ISLAND,141,NORWAY AVENUE,141 NORWAY AVENUE,STATEN ISLAND,NY,"10,305",5109514,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.595107,-74.079092,POINT (-74.079092 40.595107)
SOUTH BEACH,35,7,14,STATEN ISLAND,147,NORWAY AVENUE,147 NORWAY AVENUE,STATEN ISLAND,NY,"10,305",5109514,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.594917,-74.07917,POINT (-74.07917 40.594917)
SOUTH BEACH,35,8,15,STATEN ISLAND,555,MCCLEAN AVENUE,555 MCCLEAN AVENUE,STATEN ISLAND,NY,"10,305",5109512,3243,100,5032430100,64,SI0201,Grasmere-Arrochar-South Beach-Dongan Hills,2,50,64,23,11,,40.594404,-74.078579,POINT (-74.078579 40.594404)
SOUTH JAMAICA I,8,1,1,QUEENS,106-24,159TH STREET,106-24 159TH STREET,JAMAICA,NY,"11,433",4440732,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697727,-73.795953,POINT (-73.795953 40.697727)
SOUTH JAMAICA I,8,1,2,QUEENS,106-30,159TH STREET,106-30 159TH STREET,JAMAICA,NY,"11,433",4440732,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697517,-73.795918,POINT (-73.795918 40.697517)
SOUTH JAMAICA I,8,1,3,QUEENS,106-36,159TH STREET,106-36 159TH STREET,JAMAICA,NY,"11,433",4440732,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697319,-73.795888,POINT (-73.795888 40.697319)
SOUTH JAMAICA I,8,2,4,QUEENS,106-44,159TH STREET,106-44 159TH STREET,JAMAICA,NY,"11,433",4440733,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697235,-73.795597,POINT (-73.795597 40.697235)
SOUTH JAMAICA I,8,2,5,QUEENS,106-50,159TH STREET,106-50 159TH STREET,JAMAICA,NY,"11,433",4440733,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697025,-73.795557,POINT (-73.795557 40.697025)
SOUTH JAMAICA I,8,2,6,QUEENS,106-56,159TH STREET,106-56 159TH STREET,JAMAICA,NY,"11,433",4440733,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696827,-73.795542,POINT (-73.795542 40.696827)
SOUTH JAMAICA I,8,3,7,QUEENS,107-04,159TH STREET,107-04 159TH STREET,JAMAICA,NY,"11,433",4440734,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696747,-73.795221,POINT (-73.795221 40.696747)
SOUTH JAMAICA I,8,3,8,QUEENS,107-12,159TH STREET,107-12 159TH STREET,JAMAICA,NY,"11,433",4440734,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696545,-73.795201,POINT (-73.795201 40.696545)
SOUTH JAMAICA I,8,3,9,QUEENS,107-18,159TH STREET,107-18 159TH STREET,JAMAICA,NY,"11,433",4440734,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696339,-73.795176,POINT (-73.795176 40.696339)
SOUTH JAMAICA I,8,4,10,QUEENS,107-26,159TH STREET,107-26 159TH STREET,JAMAICA,NY,"11,433",4440735,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696268,-73.79488,POINT (-73.79488 40.696268)
SOUTH JAMAICA I,8,4,11,QUEENS,107-34,159TH STREET,107-34 159TH STREET,JAMAICA,NY,"11,433",4440735,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696062,-73.79485,POINT (-73.79485 40.696062)
SOUTH JAMAICA I,8,4,12,QUEENS,107-40,159TH STREET,107-40 159TH STREET,JAMAICA,NY,"11,433",4440735,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695868,-73.79484,POINT (-73.79484 40.695868)
SOUTH JAMAICA I,8,5,13,QUEENS,107-48,159TH STREET,107-48 159TH STREET,JAMAICA,NY,"11,433",4440737,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695791,-73.794531,POINT (-73.794531 40.695791)
SOUTH JAMAICA I,8,5,14,QUEENS,107-54,159TH STREET,107-54 159TH STREET,JAMAICA,NY,"11,433",4440737,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695585,-73.794501,POINT (-73.794501 40.695585)
SOUTH JAMAICA I,8,5,15,QUEENS,107-60,159TH STREET,107-60 159TH STREET,JAMAICA,NY,"11,433",4440737,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695383,-73.794486,POINT (-73.794486 40.695383)
SOUTH JAMAICA I,8,6,16,QUEENS,108-02,159TH STREET,108-02 159TH STREET,JAMAICA,NY,"11,433",4457466,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695199,-73.794093,POINT (-73.794093 40.695199)
SOUTH JAMAICA I,8,6,17,QUEENS,108-10,159TH STREET,108-10 159TH STREET,JAMAICA,NY,"11,433",4457466,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694999,-73.794075,POINT (-73.794075 40.694999)
SOUTH JAMAICA I,8,6,18,QUEENS,108-16,159TH STREET,108-16 159TH STREET,JAMAICA,NY,"11,433",4457466,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694805,-73.79406,POINT (-73.79406 40.694805)
SOUTH JAMAICA I,8,7,19,QUEENS,108-26,159TH STREET,108-26 159TH STREET,JAMAICA,NY,"11,433",4457470,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694704,-73.793741,POINT (-73.793741 40.694704)
SOUTH JAMAICA I,8,7,20,QUEENS,108-32,159TH STREET,108-32 159TH STREET,JAMAICA,NY,"11,433",4457470,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694527,-73.793736,POINT (-73.793736 40.694527)
SOUTH JAMAICA I,8,7,21,QUEENS,108-38,159TH STREET,108-38 159TH STREET,JAMAICA,NY,"11,433",4457470,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694319,-73.793704,POINT (-73.793704 40.694319)
SOUTH JAMAICA I,8,8,22,QUEENS,108-46,159TH STREET,108-46 159TH STREET,JAMAICA,NY,"11,433",4457473,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694248,-73.793411,POINT (-73.793411 40.694248)
SOUTH JAMAICA I,8,8,23,QUEENS,108-54,159TH STREET,108-54 159TH STREET,JAMAICA,NY,"11,433",4457473,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.694047,-73.793381,POINT (-73.793381 40.694047)
SOUTH JAMAICA I,8,8,24,QUEENS,108-60,159TH STREET,108-60 159TH STREET,JAMAICA,NY,"11,433",4457473,10146,51,4101460051,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.69385,-73.793366,POINT (-73.793366 40.69385)
SOUTH JAMAICA I,8,9,25,QUEENS,107-03,159TH STREET,107-03 159TH STREET,JAMAICA,NY,"11,433",4440736,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.69681,-73.795067,POINT (-73.795067 40.69681)
SOUTH JAMAICA I,8,9,26,QUEENS,107-11,159TH STREET,107-11 159TH STREET,JAMAICA,NY,"11,433",4440736,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696673,-73.794848,POINT (-73.794848 40.696673)
SOUTH JAMAICA I,8,9,27,QUEENS,107-17,159TH STREET,107-17 159TH STREET,JAMAICA,NY,"11,433",4440736,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696564,-73.794639,POINT (-73.794639 40.696564)
SOUTH JAMAICA I,8,10,28,QUEENS,107-25,159TH STREET,107-25 159TH STREET,JAMAICA,NY,"11,433",4440738,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696327,-73.794728,POINT (-73.794728 40.696327)
SOUTH JAMAICA I,8,10,29,QUEENS,107-33,159TH STREET,107-33 159TH STREET,JAMAICA,NY,"11,433",4440738,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696211,-73.794514,POINT (-73.794514 40.696211)
SOUTH JAMAICA I,8,10,30,QUEENS,107-39,159TH STREET,107-39 159TH STREET,JAMAICA,NY,"11,433",4440738,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696098,-73.7943,POINT (-73.7943 40.696098)
SOUTH JAMAICA I,8,11,31,QUEENS,107-47,159TH STREET,107-47 159TH STREET,JAMAICA,NY,"11,433",4440739,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695847,-73.794375,POINT (-73.794375 40.695847)
SOUTH JAMAICA I,8,11,32,QUEENS,107-53,159TH STREET,107-53 159TH STREET,JAMAICA,NY,"11,433",4440739,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695719,-73.794156,POINT (-73.794156 40.695719)
SOUTH JAMAICA I,8,11,33,QUEENS,107-59,159TH STREET,107-59 159TH STREET,JAMAICA,NY,"11,433",4440739,10125,33,4101250033,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.695625,-73.793957,POINT (-73.793957 40.695625)
SOUTH JAMAICA II,66,12,34,QUEENS,106-16,159TH STREET,106-16 159TH STREET,JAMAICA,NY,"11,433",4215754,10125,12,4101250012,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.698201,-73.796355,POINT (-73.796355 40.698201)
SOUTH JAMAICA II,66,13,35,QUEENS,106-05,159TH STREET,106-05 159TH STREET,JAMAICA,NY,"11,433",4215773,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.698511,-73.796215,POINT (-73.796215 40.698511)
SOUTH JAMAICA II,66,13,36,QUEENS,106-15,159TH STREET,106-15 159TH STREET,JAMAICA,NY,"11,433",4215773,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.698317,-73.796083,POINT (-73.796083 40.698317)
SOUTH JAMAICA II,66,14,37,QUEENS,106-06,160TH STREET,106-06 160TH STREET,JAMAICA,NY,"11,433",4451838,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.69876,-73.795683,POINT (-73.795683 40.69876)
SOUTH JAMAICA II,66,14,38,QUEENS,106-14,160TH STREET,106-14 160TH STREET,JAMAICA,NY,"11,433",4451838,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.698554,-73.79553,POINT (-73.79553 40.698554)
SOUTH JAMAICA II,66,14,39,QUEENS,106-22,160TH STREET,106-22 160TH STREET,JAMAICA,NY,"11,433",4451838,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.698367,-73.795393,POINT (-73.795393 40.698367)
SOUTH JAMAICA II,66,15,40,QUEENS,106-35,159TH STREET,106-35 159TH STREET,JAMAICA,NY,"11,433",4451837,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697758,-73.79568,POINT (-73.79568 40.697758)
SOUTH JAMAICA II,66,16,41,QUEENS,106-56,160TH STREET,106-56 160TH STREET,JAMAICA,NY,"11,433",4451839,10127,1,4101270001,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.697513,-73.794782,POINT (-73.794782 40.697513)
SOUTH JAMAICA II,66,17,42,QUEENS,107-08,160TH STREET,107-08 160TH STREET,JAMAICA,NY,"11,433",4451835,10125,63,4101250063,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696974,-73.794389,POINT (-73.794389 40.696974)
SOUTH JAMAICA II,66,17,43,QUEENS,107-16,160TH STREET,107-16 160TH STREET,JAMAICA,NY,"11,433",4451835,10125,63,4101250063,"25,402",QN1202,South Jamaica,12,28,32,14,5,,40.696737,-73.794206,POINT (-73.794206 40.696737)
